"idx","wojewodztwo"
"947","małopolskie"
"948","małopolskie"
"949","łódzkie"
"950","łódzkie"
"951","łódzkie"
"952","małopolskie"
"953","małopolskie"
"954","małopolskie"
"955","mazowieckie"
"956","mazowieckie"
"957","mazowieckie"
"958","małopolskie"
"959","małopolskie"
"960","małopolskie"
"961","śląskie"
"962","śląskie"
"963","świętokrzyskie"
"964","małopolskie"
"965","śląskie"
"966","śląskie"
"967","mazowieckie"
"968","mazowieckie"
"969","mazowieckie"
"970","małopolskie"
"971","małopolskie"
"972","małopolskie"
"973","małopolskie"
"974","małopolskie"
"975","wielkopolskie"
"976","wielkopolskie"
"977","łódzkie"
"978","śląskie"
"979","śląskie"
"980","mazowieckie"
"981","mazowieckie"
"982","mazowieckie"
"983","mazowieckie"
"984","małopolskie"
"985","małopolskie"
"986","małopolskie"
"987","łódzkie"
"988","łódzkie"
"989","łódzkie"
"990","łódzkie"
"991","śląskie"
"992","śląskie"
"993","śląskie"
"994","śląskie"
"995","mazowieckie"
"996","mazowieckie"
"997","mazowieckie"
"998","podkarpackie"
"999","podkarpackie"
"1000","podkarpackie"
"1001","świętokrzyskie"
"1002","świętokrzyskie"
"1003","świętokrzyskie"
"1004","śląskie"
"1005","śląskie"
"1006","mazowieckie"
"1007","mazowieckie"
"1008","mazowieckie"
"1009","podkarpackie"
"1010","podkarpackie"
"1011","łódzkie"
"1012","łódzkie"
"1013","łódzkie"
"1014","śląskie"
"1015","śląskie"
"1016","mazowieckie"
"1017","mazowieckie"
"1018","mazowieckie"
"1019","mazowieckie"
"1020","mazowieckie"
"1021","podkarpackie"
"1022","podkarpackie"
"1023","podkarpackie"
"1024","małopolskie"
"1025","łódzkie"
"1026","łódzkie"
"1027","łódzkie"
"1028","świętokrzyskie"
"1029","świętokrzyskie"
"1030","lubelskie"
"1031","lubelskie"
"1032","lubelskie"
"1033","mazowieckie"
"1034","mazowieckie"
"1035","mazowieckie"
"1036","mazowieckie"
"1037","łódzkie"
"1038","łódzkie"
"1039","łódzkie"
"1040","łódzkie"
"1041","łódzkie"
"1042","lubelskie"
"1043","lubelskie"
"1044","lubelskie"
"1045","lubelskie"
"1046","lubelskie"
"1047","mazowieckie"
"1048","mazowieckie"
"1049","mazowieckie"
"1050","mazowieckie"
"1051","łódzkie"
"1052","łódzkie"
"1053","łódzkie"
"1054","łódzkie"
"1055","łódzkie"
"1056","lubelskie"
"1057","lubelskie"
"1058","lubelskie"
"1059","lubelskie"
"1060","lubelskie"
"1061","lubelskie"
"1062","lubelskie"
"1063","mazowieckie"
"1064","mazowieckie"
"1065","mazowieckie"
"1066","mazowieckie"
"1067","łódzkie"
"1068","łódzkie"
"1069","łódzkie"
"1070","łódzkie"
"1071","łódzkie"
"1072","lubelskie"
"1073","lubelskie"
"1074","lubelskie"
"1075","lubelskie"
"1076","lubelskie"
"1077","lubelskie"
"1078","lubelskie"
"1079","lubelskie"
"1080","mazowieckie"
"1081","mazowieckie"
"1082","łódzkie"
"1083","łódzkie"
"1084","łódzkie"
"1085","łódzkie"
"1086","lubelskie"
"1087","lubelskie"
"1088","lubelskie"
"1089","lubelskie"
"1090","lubelskie"
"1091","lubelskie"
"1092","mazowieckie"
"1093","podkarpackie"
"1094","łódzkie"
"1095","małopolskie"
"1096","małopolskie"
"1097","małopolskie"
"1098","lubelskie"
"1099","lubelskie"
"1100","lubelskie"
"1101","lubelskie"
"1102","lubelskie"
"1103","zachodniopomorskie"
"1104","łódzkie"
"1105","łódzkie"
"1106","łódzkie"
"1107","łódzkie"
"1108","łódzkie"
"1109","łódzkie"
"1110","lubelskie"
"1111","lubelskie"
"1112","lubelskie"
"1113","lubelskie"
"1114","lubelskie"
"1115","lubelskie"
"1116","lubelskie"
"1117","lubelskie"
"1118","lubelskie"
"1119","łódzkie"
"1120","łódzkie"
"1121","łódzkie"
"1122","łódzkie"
"1123","łódzkie"
"1124","łódzkie"
"1125","łódzkie"
"1126","lubelskie"
"1127","lubelskie"
"1128","lubelskie"
"1129","lubelskie"
"1130","lubelskie"
"1131","lubelskie"
"1132","lubelskie"
"1133","lubelskie"
"1134","łódzkie"
"1135","łódzkie"
"1136","łódzkie"
"1137","małopolskie"
"1138","małopolskie"
"1139","małopolskie"
"1140","lubelskie"
"1141","lubelskie"
"1142","lubelskie"
"1143","lubelskie"
"1144","lubelskie"
"1145","łódzkie"
"1146","łódzkie"
"1147","łódzkie"
"1148","łódzkie"
"1149","łódzkie"
"1150","łódzkie"
"1151","łódzkie"
"1152","łódzkie"
"1153","lubelskie"
"1154","lubelskie"
"1155","lubelskie"
"1156","lubelskie"
"1157","lubelskie"
"1158","łódzkie"
"1159","łódzkie"
"1160","łódzkie"
"1161","łódzkie"
"1162","łódzkie"
"1163","łódzkie"
"1164","lubelskie"
"1165","lubelskie"
"1166","lubelskie"
"1167","lubelskie"
"1168","lubelskie"
"1169","lubelskie"
"1170","lubelskie"
"1171","łódzkie"
"1172","łódzkie"
"1173","łódzkie"
"1174","łódzkie"
"1175","łódzkie"
"1176","łódzkie"
"1177","łódzkie"
"1178","lubelskie"
"1179","lubelskie"
"1180","lubelskie"
"1181","lubelskie"
"1182","lubelskie"
"1183","lubelskie"
"1184","lubelskie"
"1185","lubelskie"
"1186","łódzkie"
"1187","łódzkie"
"1188","łódzkie"
"1189","łódzkie"
"1190","łódzkie"
"1191","łódzkie"
"1192","łódzkie"
"1193","lubelskie"
"1194","lubelskie"
"1195","lubelskie"
"1196","lubelskie"
"1197","lubelskie"
"1198","lubelskie"
"1199","lubelskie"
"1200","lubelskie"
"1201","lubelskie"
"1202","łódzkie"
"1203","łódzkie"
"1204","łódzkie"
"1205","małopolskie"
"1206","małopolskie"
"1207","zachodniopomorskie"
"1208","zachodniopomorskie"
"1209","zachodniopomorskie"
"1210","zachodniopomorskie"
"1211","lubelskie"
"1212","lubelskie"
"1213","lubelskie"
"1214","lubelskie"
"1215","lubelskie"
"1216","łódzkie"
"1217","łódzkie"
"1218","łódzkie"
"1219","łódzkie"
"1220","łódzkie"
"1221","łódzkie"
"1222","łódzkie"
"1223","łódzkie"
"1224","lubelskie"
"1225","lubelskie"
"1226","lubelskie"
"1227","lubelskie"
"1228","lubelskie"
"1229","lubelskie"
"1230","mazowieckie"
"1231","łódzkie"
"1232","łódzkie"
"1233","lubelskie"
"1234","lubelskie"
"1235","lubelskie"
"1236","lubelskie"
"1237","lubelskie"
"1238","lubelskie"
"1239","mazowieckie"
"1240","mazowieckie"
"1241","mazowieckie"
"1242","mazowieckie"
"1243","łódzkie"
"1244","łódzkie"
"1245","łódzkie"
"1246","lubelskie"
"1247","lubelskie"
"1248","lubelskie"
"1249","lubelskie"
"1250","lubelskie"
"1251","lubelskie"
"1252","mazowieckie"
"1253","mazowieckie"
"1254","mazowieckie"
"1255","mazowieckie"
"1256","małopolskie"
"1257","małopolskie"
"1258","mazowieckie"
"1259","mazowieckie"
"1260","mazowieckie"
"1261","mazowieckie"
"1262","mazowieckie"
"1263","mazowieckie"
"1264","mazowieckie"
"1265","mazowieckie"
"1266","mazowieckie"
"1267","mazowieckie"
"1268","mazowieckie"
"1269","małopolskie"
"1270","małopolskie"
"1271","małopolskie"
"1272","małopolskie"
"1273","mazowieckie"
"1274","mazowieckie"
"1275","mazowieckie"
"1276","mazowieckie"
"1277","mazowieckie"
"1278","mazowieckie"
"1279","mazowieckie"
"1280","mazowieckie"
"1281","mazowieckie"
"1282","małopolskie"
"1283","małopolskie"
"1284","małopolskie"
"1285","mazowieckie"
"1286","mazowieckie"
"1287","mazowieckie"
"1288","mazowieckie"
"1289","mazowieckie"
"1290","mazowieckie"
"1291","mazowieckie"
"1292","mazowieckie"
"1293","mazowieckie"
"1294","małopolskie"
"1295","małopolskie"
"1296","małopolskie"
"1297","mazowieckie"
"1298","mazowieckie"
"1299","mazowieckie"
"1300","mazowieckie"
"1301","mazowieckie"
"1302","mazowieckie"
"1303","mazowieckie"
"1304","mazowieckie"
"1305","mazowieckie"
"1306","mazowieckie"
"1307","małopolskie"
"1308","małopolskie"
"1309","małopolskie"
"1310","małopolskie"
"1311","mazowieckie"
"1312","mazowieckie"
"1313","mazowieckie"
"1314","mazowieckie"
"1315","mazowieckie"
"1316","mazowieckie"
"1317","mazowieckie"
"1318","mazowieckie"
"1319","mazowieckie"
"1320","mazowieckie"
"1321","mazowieckie"
"1322","małopolskie"
"1323","małopolskie"
"1324","małopolskie"
"1325","mazowieckie"
"1326","mazowieckie"
"1327","mazowieckie"
"1328","mazowieckie"
"1329","mazowieckie"
"1330","mazowieckie"
"1331","mazowieckie"
"1332","mazowieckie"
"1333","mazowieckie"
"1334","mazowieckie"
"1335","mazowieckie"
"1336","mazowieckie"
"1337","małopolskie"
"1338","małopolskie"
"1339","małopolskie"
"1340","małopolskie"
"1341","mazowieckie"
"1342","mazowieckie"
"1343","mazowieckie"
"1344","mazowieckie"
"1345","mazowieckie"
"1346","mazowieckie"
"1347","mazowieckie"
"1348","mazowieckie"
"1349","mazowieckie"
"1350","mazowieckie"
"1351","małopolskie"
"1352","małopolskie"
"1353","małopolskie"
"1354","małopolskie"
"1355","mazowieckie"
"1356","mazowieckie"
"1357","mazowieckie"
"1358","mazowieckie"
"1359","mazowieckie"
"1360","mazowieckie"
"1361","mazowieckie"
"1362","mazowieckie"
"1363","mazowieckie"
"1364","mazowieckie"
"1365","mazowieckie"
"1366","małopolskie"
"1367","małopolskie"
"1368","mazowieckie"
"1369","mazowieckie"
"1370","mazowieckie"
"1371","mazowieckie"
"1372","mazowieckie"
"1373","mazowieckie"
"1374","mazowieckie"
"1375","mazowieckie"
"1376","mazowieckie"
"1377","małopolskie"
"1378","małopolskie"
"1379","małopolskie"
"1380","mazowieckie"
"1381","mazowieckie"
"1382","mazowieckie"
"1383","mazowieckie"
"1384","mazowieckie"
"1385","mazowieckie"
"1386","mazowieckie"
"1387","mazowieckie"
"1388","małopolskie"
"1389","małopolskie"
"1390","małopolskie"
"1391","mazowieckie"
"1392","mazowieckie"
"1393","mazowieckie"
"1394","mazowieckie"
"1395","mazowieckie"
"1396","mazowieckie"
"1397","mazowieckie"
"1398","mazowieckie"
"1399","mazowieckie"
"1400","mazowieckie"
"1401","mazowieckie"
"1402","małopolskie"
"1403","małopolskie"
"1404","małopolskie"
"1405","mazowieckie"
"1406","mazowieckie"
"1407","mazowieckie"
"1408","mazowieckie"
"1409","mazowieckie"
"1410","mazowieckie"
"1411","mazowieckie"
"1412","mazowieckie"
"1413","mazowieckie"
"1414","mazowieckie"
"1415","mazowieckie"
"1416","mazowieckie"
"1417","małopolskie"
"1418","małopolskie"
"1419","małopolskie"
"1420","mazowieckie"
"1421","mazowieckie"
"1422","mazowieckie"
"1423","mazowieckie"
"1424","mazowieckie"
"1425","mazowieckie"
"1426","mazowieckie"
"1427","mazowieckie"
"1428","mazowieckie"
"1429","mazowieckie"
"1430","mazowieckie"
"1431","małopolskie"
"1432","małopolskie"
"1433","małopolskie"
"1434","małopolskie"
"1435","mazowieckie"
"1436","mazowieckie"
"1437","mazowieckie"
"1438","mazowieckie"
"1439","mazowieckie"
"1440","mazowieckie"
"1441","mazowieckie"
"1442","mazowieckie"
"1443","mazowieckie"
"1444","małopolskie"
"1445","małopolskie"
"1446","małopolskie"
"1447","mazowieckie"
"1448","mazowieckie"
"1449","mazowieckie"
"1450","mazowieckie"
"1451","mazowieckie"
"1452","mazowieckie"
"1453","mazowieckie"
"1454","mazowieckie"
"1455","mazowieckie"
"1456","małopolskie"
"1457","małopolskie"
"1458","małopolskie"
"1459","łódzkie"
"1460","łódzkie"
"1461","łódzkie"
"1462","łódzkie"
"1463","mazowieckie"
"1464","mazowieckie"
"1465","mazowieckie"
"1466","mazowieckie"
"1467","mazowieckie"
"1468","mazowieckie"
"1469","mazowieckie"
"1470","mazowieckie"
"1471","łódzkie"
"1472","łódzkie"
"1473","łódzkie"
"1474","łódzkie"
"1475","łódzkie"
"1476","małopolskie"
"1477","małopolskie"
"1478","mazowieckie"
"1479","mazowieckie"
"1480","mazowieckie"
"1481","mazowieckie"
"1482","mazowieckie"
"1483","małopolskie"
"1484","małopolskie"
"1485","łódzkie"
"1486","łódzkie"
"1487","łódzkie"
"1488","łódzkie"
"1489","małopolskie"
"1490","małopolskie"
"1491","małopolskie"
"1492","mazowieckie"
"1493","mazowieckie"
"1494","mazowieckie"
"1495","małopolskie"
"1496","małopolskie"
"1497","małopolskie"
"1498","małopolskie"
"1499","łódzkie"
"1500","łódzkie"
"1501","łódzkie"
"1502","łódzkie"
"1503","łódzkie"
"1504","małopolskie"
"1505","małopolskie"
"1506","małopolskie"
"1507","małopolskie"
"1508","małopolskie"
"1509","mazowieckie"
"1510","mazowieckie"
"1511","mazowieckie"
"1512","małopolskie"
"1513","małopolskie"
"1514","małopolskie"
"1515","małopolskie"
"1516","łódzkie"
"1517","łódzkie"
"1518","małopolskie"
"1519","małopolskie"
"1520","małopolskie"
"1521","małopolskie"
"1522","mazowieckie"
"1523","mazowieckie"
"1524","mazowieckie"
"1525","małopolskie"
"1526","małopolskie"
"1527","małopolskie"
"1528","małopolskie"
"1529","łódzkie"
"1530","łódzkie"
"1531","małopolskie"
"1532","małopolskie"
"1533","małopolskie"
"1534","mazowieckie"
"1535","mazowieckie"
"1536","mazowieckie"
"1537","małopolskie"
"1538","małopolskie"
"1539","małopolskie"
"1540","małopolskie"
"1541","łódzkie"
"1542","łódzkie"
"1543","łódzkie"
"1544","łódzkie"
"1545","małopolskie"
"1546","małopolskie"
"1547","małopolskie"
"1548","mazowieckie"
"1549","mazowieckie"
"1550","mazowieckie"
"1551","małopolskie"
"1552","małopolskie"
"1553","małopolskie"
"1554","małopolskie"
"1555","łódzkie"
"1556","łódzkie"
"1557","łódzkie"
"1558","łódzkie"
"1559","łódzkie"
"1560","małopolskie"
"1561","małopolskie"
"1562","małopolskie"
"1563","małopolskie"
"1564","mazowieckie"
"1565","mazowieckie"
"1566","mazowieckie"
"1567","mazowieckie"
"1568","mazowieckie"
"1569","mazowieckie"
"1570","małopolskie"
"1571","małopolskie"
"1572","małopolskie"
"1573","łódzkie"
"1574","łódzkie"
"1575","łódzkie"
"1576","łódzkie"
"1577","mazowieckie"
"1578","mazowieckie"
"1579","mazowieckie"
"1580","mazowieckie"
"1581","mazowieckie"
"1582","mazowieckie"
"1583","mazowieckie"
"1584","mazowieckie"
"1585","mazowieckie"
"1586","mazowieckie"
"1587","małopolskie"
"1588","małopolskie"
"1589","małopolskie"
"1590","małopolskie"
"1591","łódzkie"
"1592","łódzkie"
"1593","łódzkie"
"1594","mazowieckie"
"1595","mazowieckie"
"1596","mazowieckie"
"1597","mazowieckie"
"1598","małopolskie"
"1599","małopolskie"
"1600","małopolskie"
"1601","małopolskie"
"1602","łódzkie"
"1603","łódzkie"
"1604","mazowieckie"
"1605","mazowieckie"
"1606","mazowieckie"
"1607","mazowieckie"
"1608","mazowieckie"
"1609","małopolskie"
"1610","małopolskie"
"1611","małopolskie"
"1612","małopolskie"
"1613","łódzkie"
"1614","łódzkie"
"1615","łódzkie"
"1616","łódzkie"
"1617","mazowieckie"
"1618","mazowieckie"
"1619","mazowieckie"
"1620","mazowieckie"
"1621","mazowieckie"
"1622","małopolskie"
"1623","małopolskie"
"1624","małopolskie"
"1625","małopolskie"
"1626","łódzkie"
"1627","łódzkie"
"1628","łódzkie"
"1629","mazowieckie"
"1630","mazowieckie"
"1631","mazowieckie"
"1632","mazowieckie"
"1633","mazowieckie"
"1634","mazowieckie"
"1635","mazowieckie"
"1636","małopolskie"
"1637","małopolskie"
"1638","małopolskie"
"1639","łódzkie"
"1640","łódzkie"
"1641","łódzkie"
"1642","mazowieckie"
"1643","mazowieckie"
"1644","mazowieckie"
"1645","mazowieckie"
"1646","mazowieckie"
"1647","mazowieckie"
"1648","małopolskie"
"1649","małopolskie"
"1650","łódzkie"
"1651","łódzkie"
"1652","łódzkie"
"1653","mazowieckie"
"1654","mazowieckie"
"1655","mazowieckie"
"1656","mazowieckie"
"1657","mazowieckie"
"1658","mazowieckie"
"1659","łódzkie"
"1660","łódzkie"
"1661","łódzkie"
"1662","łódzkie"
"1663","łódzkie"
"1664","łódzkie"
"1665","łódzkie"
"1666","mazowieckie"
"1667","mazowieckie"
"1668","mazowieckie"
"1669","mazowieckie"
"1670","mazowieckie"
"1671","mazowieckie"
"1672","mazowieckie"
"1673","mazowieckie"
"1674","łódzkie"
"1675","łódzkie"
"1676","łódzkie"
"1677","łódzkie"
"1678","łódzkie"
"1679","łódzkie"
"1680","podkarpackie"
"1681","podkarpackie"
"1682","śląskie"
"1683","śląskie"
"1684","wielkopolskie"
"1685","podkarpackie"
"1686","podkarpackie"
"1687","śląskie"
"1688","śląskie"
"1689","śląskie"
"1690","świętokrzyskie"
"1691","podkarpackie"
"1692","opolskie"
"1693","opolskie"
"1694","podkarpackie"
"1695","podkarpackie"
"1696","podkarpackie"
"1697","podkarpackie"
"1698","śląskie"
"1699","śląskie"
"1700","śląskie"
"1701","śląskie"
"1702","śląskie"
"1703","podkarpackie"
"1704","podkarpackie"
"1705","podkarpackie"
"1706","śląskie"
"1707","opolskie"
"1708","opolskie"
"1709","opolskie"
"1710","podkarpackie"
"1711","podkarpackie"
"1712","podkarpackie"
"1713","śląskie"
"1714","śląskie"
"1715","śląskie"
"1716","śląskie"
"1717","śląskie"
"1718","podlaskie"
"1719","podlaskie"
"1720","podlaskie"
"1721","podlaskie"
"1722","opolskie"
"1723","opolskie"
"1724","śląskie"
"1725","podkarpackie"
"1726","podkarpackie"
"1727","podkarpackie"
"1728","podkarpackie"
"1729","śląskie"
"1730","śląskie"
"1731","śląskie"
"1732","śląskie"
"1733","podkarpackie"
"1734","podlaskie"
"1735","podlaskie"
"1736","wielkopolskie"
"1737","opolskie"
"1738","opolskie"
"1739","opolskie"
"1740","podkarpackie"
"1741","podkarpackie"
"1742","podkarpackie"
"1743","świętokrzyskie"
"1744","śląskie"
"1745","śląskie"
"1746","śląskie"
"1747","podlaskie"
"1748","podlaskie"
"1749","podlaskie"
"1750","opolskie"
"1751","opolskie"
"1752","śląskie"
"1753","opolskie"
"1754","świętokrzyskie"
"1755","świętokrzyskie"
"1756","śląskie"
"1757","śląskie"
"1758","śląskie"
"1759","podlaskie"
"1760","podlaskie"
"1761","podlaskie"
"1762","opolskie"
"1763","opolskie"
"1764","opolskie"
"1765","śląskie"
"1766","śląskie"
"1767","śląskie"
"1768","śląskie"
"1769","śląskie"
"1770","śląskie"
"1771","śląskie"
"1772","śląskie"
"1773","śląskie"
"1774","podlaskie"
"1775","podlaskie"
"1776","podlaskie"
"1777","opolskie"
"1778","opolskie"
"1779","opolskie"
"1780","śląskie"
"1781","śląskie"
"1782","śląskie"
"1783","śląskie"
"1784","śląskie"
"1785","śląskie"
"1786","śląskie"
"1787","podlaskie"
"1788","podlaskie"
"1789","podlaskie"
"1790","podlaskie"
"1791","podkarpackie"
"1792","podkarpackie"
"1793","podkarpackie"
"1794","podkarpackie"
"1795","podkarpackie"
"1796","podkarpackie"
"1797","śląskie"
"1798","śląskie"
"1799","śląskie"
"1800","śląskie"
"1801","śląskie"
"1802","śląskie"
"1803","śląskie"
"1804","podlaskie"
"1805","podlaskie"
"1806","podkarpackie"
"1807","podkarpackie"
"1808","podkarpackie"
"1809","podkarpackie"
"1810","śląskie"
"1811","śląskie"
"1812","śląskie"
"1813","śląskie"
"1814","śląskie"
"1815","śląskie"
"1816","śląskie"
"1817","podlaskie"
"1818","podlaskie"
"1819","podlaskie"
"1820","podlaskie"
"1821","podlaskie"
"1822","podkarpackie"
"1823","podkarpackie"
"1824","podkarpackie"
"1825","śląskie"
"1826","śląskie"
"1827","śląskie"
"1828","śląskie"
"1829","śląskie"
"1830","śląskie"
"1831","śląskie"
"1832","śląskie"
"1833","śląskie"
"1834","podlaskie"
"1835","podlaskie"
"1836","podlaskie"
"1837","podkarpackie"
"1838","podkarpackie"
"1839","podkarpackie"
"1840","podkarpackie"
"1841","podkarpackie"
"1842","śląskie"
"1843","śląskie"
"1844","śląskie"
"1845","śląskie"
"1846","śląskie"
"1847","śląskie"
"1848","śląskie"
"1849","śląskie"
"1850","podlaskie"
"1851","podlaskie"
"1852","podlaskie"
"1853","podkarpackie"
"1854","podkarpackie"
"1855","podkarpackie"
"1856","podkarpackie"
"1857","śląskie"
"1858","śląskie"
"1859","śląskie"
"1860","śląskie"
"1861","śląskie"
"1862","śląskie"
"1863","śląskie"
"1864","śląskie"
"1865","podlaskie"
"1866","podlaskie"
"1867","podlaskie"
"1868","podlaskie"
"1869","podkarpackie"
"1870","podkarpackie"
"1871","podkarpackie"
"1872","podkarpackie"
"1873","śląskie"
"1874","śląskie"
"1875","śląskie"
"1876","śląskie"
"1877","śląskie"
"1878","podkarpackie"
"1879","podkarpackie"
"1880","podkarpackie"
"1881","podlaskie"
"1882","podlaskie"
"1883","podkarpackie"
"1884","podkarpackie"
"1885","podkarpackie"
"1886","śląskie"
"1887","śląskie"
"1888","śląskie"
"1889","śląskie"
"1890","podkarpackie"
"1891","podkarpackie"
"1892","podkarpackie"
"1893","podlaskie"
"1894","podlaskie"
"1895","podlaskie"
"1896","podlaskie"
"1897","podlaskie"
"1898","podkarpackie"
"1899","podkarpackie"
"1900","podkarpackie"
"1901","podkarpackie"
"1902","podkarpackie"
"1903","podkarpackie"
"1904","podkarpackie"
"1905","podkarpackie"
"1906","podkarpackie"
"1907","podkarpackie"
"1908","podkarpackie"
"1909","śląskie"
"1910","śląskie"
"1911","śląskie"
"1912","śląskie"
"1913","śląskie"
"1914","podkarpackie"
"1915","podkarpackie"
"1916","podkarpackie"
"1917","podkarpackie"
"1918","warmińsko-mazurskie"
"1919","podkarpackie"
"1920","podkarpackie"
"1921","podkarpackie"
"1922","opolskie"
"1923","opolskie"
"1924","opolskie"
"1925","opolskie"
"1926","podkarpackie"
"1927","podkarpackie"
"1928","podkarpackie"
"1929","mazowieckie"
"1930","mazowieckie"
"1931","mazowieckie"
"1932","opolskie"
"1933","opolskie"
"1934","opolskie"
"1935","podkarpackie"
"1936","podkarpackie"
"1937","podkarpackie"
"1938","opolskie"
"1939","opolskie"
"1940","podkarpackie"
"1941","podkarpackie"
"1942","podkarpackie"
"1943","podkarpackie"
"1944","opolskie"
"1945","opolskie"
"1946","opolskie"
"1947","opolskie"
"1948","podkarpackie"
