3827	uchwała nr XXVI/152/13 Rady Miejskiej w Niemczy z dnia 31 stycznia 2013r. w sprawie uchwalenia budżetu Miasta i Gminy Niemcza na rok 2013 	http://edzienniki.duw.pl/duw/WDU_D/2013/3827/akt.pdf	czerwiec	2013	2013-01-31
3823	uchwała nr XXVII/270/12 Rady Miejskiej w Lwówku Śląskim z dnia 28 grudnia 2012r. w sprawie uchwalenia budżetu Gminy i&nbsp;Miasta Lwówek Śląski na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/3823/akt.pdf	czerwiec	2013	2012-12-28
3809	uchwała nr LIV/198/12 Rady Miejskiej w Ścinawie z dnia 28 grudnia 2012r. w sprawie uchwalenia budżetu Miasta i Gminy Ścinawa na 2013 rok.	http://edzienniki.duw.pl/duw/WDU_D/2013/3809/akt.pdf	czerwiec	2013	2012-12-28
3783	uchwała nr XLV/210/13 Rady Miejskiej w Kowarach z dnia 29 stycznia 2013r. w sprawie uchwały budżetowej Miasta Kowary na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/3783/akt.pdf	czerwiec	2013	2013-01-29
3771	uchwała nr XXXVIII/251/13 Rady Miejskiej w Głogowie z dnia 8 stycznia 2013r. w sprawie uchwalenia budżetu Gminy Miejskiej Głogów na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/3771/akt.pdf	czerwiec	2013	2013-01-08
3759	uchwała nr XXV.126.2012 Rady Miasta Wojcieszów z dnia 27 grudnia 2012r. w sprawie budżetu Gminy Wojcieszów na 2013 rok 	http://edzienniki.duw.pl/duw/WDU_D/2013/3759/akt.pdf	czerwiec	2013	2012-12-27
3709	uchwała nr XXX/195/12 Rady Miejskiej Lądka-Zdroju z dnia 20 grudnia 2012r. w sprawie budżetu	http://edzienniki.duw.pl/duw/WDU_D/2013/3709/akt.pdf	czerwiec	2013	2012-12-20
3485	uchwała nr XXIV/121/2012 Rady Miejskiej w Międzylesiu z dnia 18 grudnia 2012r. w sprawie uchwalenia budżetu gminy Międzylesie na rok 2013 r. 	http://edzienniki.duw.pl/duw/WDU_D/2013/3485/akt.pdf	czerwiec	2013	2012-12-18
3387	uchwała nr XI/220/12 Rady Miejskiej w Lubawce z dnia 29 grudnia 2012r. w sprawie uchwały budżetowej Gminy Lubawka na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/3387/akt.pdf	maj	2013	2012-12-29
3253	uchwała nr 440/XXI/12 Rady Miejskiej Węglińca z dnia 31 grudnia 2012r. w sprawie budżetu gminy Węgliniec na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/3253/akt.pdf	maj	2013	2012-12-31
3251	uchwała nr XXXVII/174/2012 Rady Miejskiej w Głuszycy z dnia 28 grudnia 2012r. w sprawie budżetu gminy Głuszyca na rok 2013 	http://edzienniki.duw.pl/duw/WDU_D/2013/3251/akt.pdf	maj	2013	2012-12-28
2825	uchwała nr XXXII/235/2012 Rady Miasta Lubań z dnia 21 grudnia 2012r. w sprawie budżetu Miasta Lubań na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/2825/akt.pdf	kwiecień	2013	2012-12-21
2795	uchwała nr 0007.XXVIII.193.2012 Rady Miejskiej w Żmigrodzie z dnia 28 grudnia 2012r. w sprawie przyjęcia budżetu Gminy na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/2795/akt.pdf	kwiecień	2013	2012-12-28
2767	uchwała nr XXVI/198/12 Rady Miejskiej w Stroniu Śląskim z dnia 28 grudnia 2012r. w sprawie budżetu Gminy Stronie Śląskie na 2013 rok.	http://edzienniki.duw.pl/duw/WDU_D/2013/2767/akt.pdf	kwiecień	2013	2012-12-28
2759	uchwała nr 140/XXVI/12 Rady Miasta I Gminy Wleń z dnia 28 grudnia 2012r. w sprawie budżetu Miasta i Gminy Wleń na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/2759/akt.pdf	kwiecień	2013	2012-12-28
2757	uchwała nr XXIX/219/2012 Rady Miejskiej w Leśnej z dnia 28 grudnia 2012r. w sprawie budżetu Gminy na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/2757/akt.pdf	kwiecień	2013	2012-12-28
2745	uchwała nr XXVIII/278/12 Rady Miejskiej w Kątach Wrocławskich z dnia 28 grudnia 2012r. w sprawie budżetu Gminy Kąty Wrocławskie na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/2745/akt.pdf	kwiecień	2013	2012-12-28
2735	uchwała nr XXVIII/288/12 Rady Miejskiej w Sobótce z dnia 28 grudnia 2012r. w sprawie budżetu Miasta i&nbsp;Gminy Sobótka na 2013r.	http://edzienniki.duw.pl/duw/WDU_D/2013/2735/akt.pdf	kwiecień	2013	2012-12-28
2733	uchwała nr 116/12 Rady Miejskiej w Strzegomiu z dnia 28 grudnia 2012r. w sprawie budżetu Gminy Strzegom na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/2733/akt.pdf	kwiecień	2013	2012-12-28
2731	uchwała nr XXI/134/12 Rady Miejskiej w Szczytnej z dnia 28 grudnia 2012r. w sprawie uchwalenia budżetu gminy Szczytna na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/2731/akt.pdf	kwiecień	2013	2012-12-28
2727	uchwała nr XXIX/205/2012 Rady Miejskiej w Ziębicach z dnia 27 grudnia 2012r. w sprawie uchwalenia budżetu Gminy Ziębice na rok 2013 	http://edzienniki.duw.pl/duw/WDU_D/2013/2727/akt.pdf	kwiecień	2013	2012-12-27
2685	uchwała nr XXX/152/12 Rady Miejskiej w Dusznikach-Zdroju z dnia 27 grudnia 2012r. w sprawie uchwalenia budżetu gminy Duszniki-Zdrój na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/2685/akt.pdf	kwiecień	2013	2012-12-27
2659	uchwała nr XXIII/278/12 Rady Miejskiej w Świdnicy z dnia 21 grudnia 2012r. w sprawie uchwalenia budżetu Miasta Świdnicy na 2013 rok.	http://edzienniki.duw.pl/duw/WDU_D/2013/2659/akt.pdf	kwiecień	2013	2012-12-21
2639	uchwała nr XXIX/206/12 Rady Miejskiej Dzierżoniowa z dnia 21 grudnia 2012r. w sprawie budżetu Miasta Dzierżoniowa na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/2639/akt.pdf	kwiecień	2013	2012-12-21
2637	uchwała nr XXVII/147/2012 Rady Miejskiej w Sycowie z dnia 20 grudnia 2012r. w sprawie budżetu Miasta i Gminy Syców na rok 2013.	http://edzienniki.duw.pl/duw/WDU_D/2013/2637/akt.pdf	kwiecień	2013	2012-12-20
2621	uchwała nr 267/2012 Rady Miasta Zgorzelec z dnia 20 grudnia 2012r. w sprawie budżetu miasta Zgorzelec na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/2621/akt.pdf	kwiecień	2013	2012-12-20
2607	uchwała nr XXIX/328/2012 Rady Miejskiej w Kłodzku z dnia 18 grudnia 2012r. w sprawie budżetu Miasta Kłodzka na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/2607/akt.pdf	kwiecień	2013	2012-12-18
2597	uchwała nr 113/XXVIII/2012 Rady Miejskiej w Piławie Górnej z dnia 20 grudnia 2012r. w sprawie budżetu na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/2597/akt.pdf	kwiecień	2013	2012-12-20
2595	uchwała nr XXXI/263/2012 Rady Miasta Bolesławiec z dnia 19 grudnia 2012r. w sprawie &nbsp;budżetu miasta na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/2595/akt.pdf	kwiecień	2013	2012-12-19
2583	uchwała nr XXIX/207/12 Rady Miejskiej w Oławie z dnia 20 grudnia 2012r. w sprawie uchwalenia budżetu gminy na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/2583/akt.pdf	kwiecień	2013	2012-12-20
2553	uchwała nr XXXII/186/2012 Rady Miejskiej w Świebodzicach z dnia 13 grudnia 2012r. w sprawie budżetu Gminy Świebodzice na 2013 rok.	http://edzienniki.duw.pl/duw/WDU_D/2013/2553/akt.pdf	kwiecień	2013	2012-12-13
2503	uchwała nr XXII/171/2012 Rady Miejskiej w Złotym Stoku z dnia 21 grudnia 2012r. w sprawie budżetu gminy na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/2503/akt.pdf	kwiecień	2013	2012-12-21
2501	uchwała nr XXVI/172/12 Rady Miejskiej w Bolkowie z dnia 21 grudnia 2012r. w sprawie budżetu Gminy Bolków na 2013 r.	http://edzienniki.duw.pl/duw/WDU_D/2013/2501/akt.pdf	kwiecień	2013	2012-12-21
2487	uchwała nr XXV/144/12 Rady Miejskiej w Boguszowie-Gorcach z dnia 19 grudnia 2012r. w sprawie budżetu Gminy Boguszów-Gorce na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/2487/akt.pdf	kwiecień	2013	2012-12-19
2477	uchwała nr XXXIII/162/12 Rady Miejskiej W Jaworze z dnia 20 grudnia 2012r. w sprawie budżetu Gminy Jawor na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/2477/akt.pdf	kwiecień	2013	2012-12-20
2475	uchwała nr XXVII/237/12 Rady Miejskiej Karpacza z dnia 19 grudnia 2012r. w sprawie budżetu Gminy Karpacz na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/2475/akt.pdf	kwiecień	2013	2012-12-19
2463	uchwała nr XXXVI/166/2012 Rady Miasta Świeradów-Zdrój z dnia 19 grudnia 2012r. w sprawie budżetu Gminy Miejskiej Świeradów-Zdrój na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/2463/akt.pdf	kwiecień	2013	2012-12-19
2451	uchwała nr XXV/81/12 Rady Miejskiej w Szczawnie-Zdroju z dnia 28 grudnia 2012r. w sprawie sprawie uchwalenia budżetu gminy Szczawno-Zdrój na rok 2013	http://edzienniki.duw.pl/duw/WDU_D/2013/2451/akt.pdf	kwiecień	2013	2012-12-28
2219	uchwała nr 234/XXIX/12 Rady Miasta Nowa Ruda z dnia 28 grudnia 2012r. w sprawie budżetu Miasta Nowa Ruda na rok 2013.	http://edzienniki.duw.pl/duw/WDU_D/2013/2219/akt.pdf	marzec	2013	2012-12-28
755	uchwała nr XXXVI/810/12 Rady Miejskiej Wrocławia z dnia 28 grudnia 2012r. w sprawie budżetu Miasta na 2013 rok	http://edzienniki.duw.pl/duw/WDU_D/2013/755/akt.pdf	luty	2013	2012-12-28
